5 267453.97000000917
4 277056.0100000098
3 360626.1299999964
6 431881.8100000136
2 476159.5399999842
7 582853.9499999805
1 624293.3499999576
23 681260.9099999492
8 715282.6299999688
0 733868.6299999304
11 750098.7799999443
10 754782.9199999473
9 770284.2699999455
22 820139.2399999243
12 835436.2299999115
13 872667.4899998993
20 873789.9699999124
21 877621.0199999087
14 956813.6899998683
19 984868.8099998736
15 1006011.7999998507
17 1052696.7799998468
18 1064493.759999836
16 1066199.059999842
